"ID","value_eur","wage_eur","League","club_name","Name","Age","Photo","Nationality","Flag","Overall","Potential","Club","Club Logo","Value","Wage","Special","Preferred Foot","International Reputation","Weak Foot","Skill Moves","Work Rate","Body Type","Real Face","Joined","Loaned From","Contract Valid Until","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Dribbling","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Reactions","ShotPower","Stamina","Strength","LongShots","Aggression","Penalties","StandingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes","Position","Best Overall Rating","ReleaseClause"
193158,5500000,18000,"Holland Eredivisie","PSV","D. Pröpper",29,"https://cdn.sofifa.com/players/193/158/22_60.png","Netherlands","https://cdn.sofifa.com/flags/nl.png",75,75,"PSV","https://cdn.sofifa.com/teams/247/30.png","€5.5M","€18K",2023,"Right",2,3,4,"Medium/ High","Lean (185+)","Yes","Jul 1, 2021","nan","2023","185cm","79kg",67,62,70,80,"76",73,75,80,60,"49",76,80,"72",70,78,77,66,65,16,8,16,9,6,"CM",75,"€7.7M"
193408,1.4e+07,18000,"Portuguese Liga ZON SAGRES","SL Benfica","H. Seferović",29,"https://cdn.sofifa.com/players/193/408/22_60.png","Switzerland","https://cdn.sofifa.com/flags/ch.png",78,78,"SL Benfica","https://cdn.sofifa.com/teams/234/30.png","€14M","€18K",1991,"Left",2,2,3,"High/ High","Normal (185+)","Yes","Jul 1, 2017","nan","2024","189cm","85kg",65,79,81,69,"72",64,63,73,68,"75",75,83,"83",87,70,81,68,46,9,13,9,9,16,"ST",78,"€28M"
198136,1600000,18000,"Italian Serie A","Hellas Verona","A. Ragusa",31,"https://cdn.sofifa.com/players/198/136/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",71,71,"Hellas Verona","https://cdn.sofifa.com/teams/206/30.png","€1.6M","€18K",1837,"Right",1,3,4,"High/ Medium","Normal (170-185)","No","Jul 1, 2019","nan","Free Agent","183cm","77kg",68,66,59,68,"72",51,60,74,79,"82",69,68,"69",64,69,57,65,40,15,10,10,13,8,"RW",71,"€2.7M"
199577,7e+06,18000,"Spain Primera Division","RCD Espanyol de Barcelona","Sergi Gómez",29,"https://cdn.sofifa.com/players/199/577/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",76,77,"RCD Espanyol de Barcelona","https://cdn.sofifa.com/teams/452/30.png","€7M","€18K",1764,"Right",1,3,2,"Medium/ High","Normal (185+)","Yes","Jul 28, 2021","nan","2024","185cm","76kg",45,35,76,77,"57",46,74,70,60,"57",73,45,"63",77,44,75,41,77,15,16,11,11,7,"CB",77,"€15.2M"
199897,1600000,18000,"German 1. Bundesliga","Sport-Club Freiburg","N. Höfler",31,"https://cdn.sofifa.com/players/199/897/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",72,72,"Sport-Club Freiburg","https://cdn.sofifa.com/teams/25/30.png","€1.6M","€18K",1805,"Right",2,3,2,"Medium/ Medium","Normal (170-185)","Yes","Jul 1, 2010","nan","2025","181cm","79kg",54,41,61,74,"64",50,69,68,54,"73",73,58,"75",71,49,68,50,70,6,13,13,10,9,"CDM",72,"€2.9M"
201325,1200000,18000,"Italian Serie A","AC Milan","C. Tătărușanu",35,"https://cdn.sofifa.com/players/201/325/22_60.png","Romania","https://cdn.sofifa.com/flags/ro.png",77,77,"AC Milan","https://cdn.sofifa.com/teams/47/30.png","€1.2M","€18K",1238,"Right",2,3,1,"Medium/ Medium","Lean (185+)","No","Sep 11, 2020","nan","2023","198cm","90kg",13,15,15,36,"16",11,36,19,46,"43",74,56,"42",73,12,33,16,15,77,74,74,78,78,"GK",77,"€2M"
202716,1900000,18000,"Spain Primera Division","RCD Mallorca","Abdón Prats",28,"https://cdn.sofifa.com/players/202/716/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",71,71,"RCD Mallorca","https://cdn.sofifa.com/teams/453/30.png","€1.9M","€18K",1767,"Left",1,3,2,"Medium/ Medium","Normal (170-185)","No","Jul 4, 2017","nan","2024","181cm","81kg",65,77,67,65,"66",69,58,72,65,"68",67,78,"67",66,76,42,70,23,10,11,16,15,11,"ST",71,"€4.2M"
208335,2100000,18000,"German 1. Bundesliga","Sport-Club Freiburg","L. Kübler",28,"https://cdn.sofifa.com/players/208/335/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",72,72,"Sport-Club Freiburg","https://cdn.sofifa.com/teams/25/30.png","€2.1M","€18K",1740,"Right",1,2,2,"Low/ Medium","Lean (170-185)","No","Jul 1, 2015","nan","Free Agent","182cm","74kg",67,38,53,66,"59",27,53,62,69,"79",70,55,"66",63,43,71,60,74,12,14,11,8,8,"RB",72,"€3.8M"
210035,3.7e+07,18000,"Portuguese Liga ZON SAGRES","SL Benfica","Grimaldo",25,"https://cdn.sofifa.com/players/210/035/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",82,85,"SL Benfica","https://cdn.sofifa.com/teams/234/30.png","€37M","€18K",2184,"Left",3,2,3,"High/ Medium","Normal (170-185)","Yes","Jan 4, 2016","nan","2023","171cm","69kg",82,52,66,83,"83",81,79,83,86,"87",83,79,"90",63,79,69,54,76,7,13,10,7,13,"CM",84,"€76.8M"
211368,9e+06,18000,"Holland Eredivisie","PSV","Bruma",26,"https://cdn.sofifa.com/players/211/368/22_60.png","Portugal","https://cdn.sofifa.com/flags/pt.png",76,77,"PSV","https://cdn.sofifa.com/teams/247/30.png","€9M","€18K",1895,"Right",2,4,4,"High/ Low","Lean (170-185)","Yes","Jul 1, 2019","nan","2024","173cm","70kg",71,71,53,70,"84",68,61,77,92,"87",68,75,"75",55,69,56,69,27,11,13,8,12,8,"LM",76,"€13.3M"
214040,1.2e+07,18000,"Argentina Primera División","Boca Juniors","F. Fabra",30,"https://cdn.sofifa.com/players/214/040/22_60.png","Colombia","https://cdn.sofifa.com/flags/co.png",78,78,"Boca Juniors","https://cdn.sofifa.com/teams/1877/30.png","€12M","€18K",2021,"Left",1,3,3,"High/ Medium","Stocky (170-185)","No","Jan 22, 2016","nan","2023","174cm","86kg",79,62,67,75,"80",34,66,76,83,"89",71,68,"87",74,57,74,58,73,7,15,13,9,7,"LB",78,"€16.8M"
214766,9e+06,18000,"Argentina Primera División","Boca Juniors","C. Izquierdoz",32,"https://cdn.sofifa.com/players/214/766/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",78,78,"Boca Juniors","https://cdn.sofifa.com/teams/1877/30.png","€9M","€18K",1744,"Right",1,3,2,"Medium/ High","Normal (185+)","No","Jul 5, 2018","nan","Free Agent","185cm","88kg",44,45,82,73,"48",41,64,63,50,"51",74,66,"81",87,52,78,71,78,8,11,7,8,8,"CB",78,"€12.6M"
215569,2200000,18000,"Spain Primera Division","CA Osasuna","Unai García",28,"https://cdn.sofifa.com/players/215/569/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",72,73,"CA Osasuna","https://cdn.sofifa.com/teams/479/30.png","€2.2M","€18K",1670,"Left",1,3,2,"Medium/ High","Normal (185+)","No","Jul 1, 2011","nan","2023","186cm","81kg",54,39,72,72,"45",47,62,66,57,"62",60,57,"82",74,31,67,42,77,12,13,9,8,9,"CB",73,"€4.8M"
216245,1600000,18000,"Mexican Liga MX","CF Monterrey","L. Cárdenas",27,"https://cdn.sofifa.com/players/216/245/22_60.png","Mexico","https://cdn.sofifa.com/flags/mx.png",70,73,"CF Monterrey","https://cdn.sofifa.com/teams/1032/30.png","€1.6M","€18K",1248,"Right",1,3,1,"Medium/ Medium","Stocky (170-185)","No","Jan 7, 2019","nan","2024","183cm","84kg",14,18,19,50,"21",16,49,19,41,"40",60,51,"28",67,20,26,35,20,68,70,68,68,73,"GK",70,"€2.7M"
219411,2400000,18000,"Belgian Jupiler Pro League","Club Brugge KV","J. Izquierdo",28,"https://cdn.sofifa.com/players/219/411/22_60.png","Colombia","https://cdn.sofifa.com/flags/co.png",72,72,"Club Brugge KV","https://cdn.sofifa.com/teams/231/30.png","€2.4M","€18K",1771,"Right",2,3,4,"High/ Medium","Normal (170-185)","No","Aug 31, 2021","nan","Free Agent","171cm","75kg",72,63,60,69,"75",34,61,75,84,"77",63,78,"51",53,75,27,58,21,13,8,12,7,13,"LM",72,"€3.4M"
223524,1900000,18000,"Italian Serie A","U.S. Sassuolo Calcio","E. Goldaniga",27,"https://cdn.sofifa.com/players/223/524/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",71,72,"U.S. Sassuolo Calcio","https://cdn.sofifa.com/teams/111974/30.png","€1.9M","€18K",1433,"Right",1,3,2,"Medium/ High","Normal (185+)","No","Jul 29, 2017","nan","Free Agent","193cm","82kg",27,22,70,57,"48",33,56,59,37,"48",68,55,"47",75,41,72,34,73,9,12,7,15,15,"CB",72,"€3.4M"
224933,4300000,18000,"Italian Serie A","Hellas Verona","K. Lasagna",28,"https://cdn.sofifa.com/players/224/933/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",74,74,"Hellas Verona","https://cdn.sofifa.com/teams/206/30.png","€4.3M","€18K",1802,"Left",2,3,3,"High/ Medium","Lean (185+)","No","nan","<a href=""""/team/55/udinese-calcio/"""">Udinese Calcio</a>",NA,"186cm","80kg",60,69,71,66,"74",42,50,76,85,"89",76,76,"66",69,66,40,66,20,8,14,13,15,15,"ST",74,"0 M"
224967,2700000,18000,"Spain Primera Division","Deportivo Alavés","M. Sylla",27,"https://cdn.sofifa.com/players/224/967/22_60.png","Senegal","https://cdn.sofifa.com/flags/sn.png",72,73,"Deportivo Alavés","https://cdn.sofifa.com/teams/463/30.png","€2.7M","€18K",1815,"Right",1,4,3,"Medium/ Medium","Normal (170-185)","No","Aug 20, 2021","nan","2024","184cm","84kg",57,74,71,70,"73",42,41,70,77,"76",68,73,"76",74,70,59,62,42,9,16,9,8,11,"ST",73,"€6.1M"
229391,4.1e+07,18000,"Portuguese Liga ZON SAGRES","Sporting CP","Palhinha",25,"https://cdn.sofifa.com/players/229/391/22_60.png","Portugal","https://cdn.sofifa.com/flags/pt.png",82,87,"Sporting CP","https://cdn.sofifa.com/teams/237/30.png","€41M","€18K",2033,"Right",1,4,2,"Medium/ High","Normal (185+)","No","nan","nan","Free Agent","190cm","82kg",59,62,79,76,"74",45,78,76,57,"62",77,76,"87",88,67,89,56,87,14,10,8,7,7,"CB",85,"€85.1M"
231227,8e+06,18000,"German 1. Bundesliga","FC Augsburg","N. Dorsch",23,"https://cdn.sofifa.com/players/231/227/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",75,80,"FC Augsburg","https://cdn.sofifa.com/teams/100409/30.png","€8M","€18K",1992,"Right",1,3,3,"Medium/ Medium","Normal (170-185)","No","Jul 8, 2021","nan","2026","178cm","76kg",63,66,61,78,"74",63,73,76,74,"63",72,68,"77",69,61,78,62,73,12,9,5,9,5,"CDM",76,"€15M"
232437,3500000,18000,"Belgian Jupiler Pro League","Club Brugge KV","F. Ricca",26,"https://cdn.sofifa.com/players/232/437/22_60.png","Uruguay","https://cdn.sofifa.com/flags/uy.png",73,75,"Club Brugge KV","https://cdn.sofifa.com/teams/231/30.png","€3.5M","€18K",1820,"Left",1,3,2,"High/ Medium","Normal (170-185)","Yes","Aug 14, 2019","nan","2023","178cm","73kg",68,40,68,67,"64",40,58,68,71,"69",70,72,"78",68,66,78,38,73,13,13,8,6,8,"CB",74,"€5.2M"
234833,1.3e+07,18000,"German 1. Bundesliga","VfB Stuttgart","F. Müller",23,"https://cdn.sofifa.com/players/234/833/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",77,82,"VfB Stuttgart","https://cdn.sofifa.com/teams/36/30.png","€13M","€18K",1175,"Left",1,4,1,"Medium/ Medium","Normal (185+)","Yes","Jul 1, 2021","nan","2025","190cm","88kg",12,11,11,32,"18",12,28,24,43,"43",75,54,"34",67,12,25,19,11,76,74,72,73,81,"GK",77,"€24.4M"
234875,2200000,18000,"German 1. Bundesliga","Sport-Club Freiburg","L. Höler",26,"https://cdn.sofifa.com/players/234/875/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",71,72,"Sport-Club Freiburg","https://cdn.sofifa.com/teams/25/30.png","€2.2M","€18K",1735,"Right",1,2,2,"Medium/ Medium","Normal (170-185)","Yes","Jan 1, 2018","nan","2024","184cm","83kg",45,74,75,57,"57",38,41,58,67,"73",76,78,"81",80,65,70,57,38,8,7,12,10,10,"ST",72,"€4.1M"
242075,4200000,18000,"English Premier League","Norwich City","J. Sargent",21,"https://cdn.sofifa.com/players/242/075/22_60.png","United States","https://cdn.sofifa.com/flags/us.png",71,82,"Norwich City","https://cdn.sofifa.com/teams/1792/30.png","€4.2M","€18K",1813,"Right",1,4,3,"High/ High","Normal (185+)","Yes","Aug 9, 2021","nan","2025","185cm","79kg",58,71,66,66,"70",56,55,71,78,"73",73,75,"80",68,65,66,58,37,8,7,9,8,9,"ST",73,"€9.2M"
242603,3900000,18000,"French Ligue 1","AS Monaco","H. Marcelin",21,"https://cdn.sofifa.com/players/242/603/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",71,80,"AS Monaco","https://cdn.sofifa.com/teams/69/30.png","€3.9M","€18K",1546,"Right",1,3,2,"Medium/ Medium","Lean (185+)","No","Jan 30, 2020","nan","2024","197cm","82kg",24,30,69,64,"49",32,58,55,54,"68",68,59,"62",84,27,69,35,73,15,11,12,14,14,"CB",73,"€8.2M"
242908,2500000,18000,"English Premier League","Tottenham Hotspur","J. Clarke",20,"https://cdn.sofifa.com/players/242/908/22_60.png","England","https://cdn.sofifa.com/flags/gb-eng.png",67,80,"Tottenham Hotspur","https://cdn.sofifa.com/teams/18/30.png","€2.5M","€18K",1613,"Right",1,4,3,"Medium/ Low","Lean (170-185)","No","Jul 2, 2019","nan","2023","181cm","74kg",66,62,53,64,"73",57,51,69,76,"74",62,59,"54",56,58,42,60,20,9,10,9,6,10,"RM",68,"€6.3M"
243780,9500000,18000,"Spain Primera Division","RCD Mallorca","Kangin Lee",20,"https://cdn.sofifa.com/players/243/780/22_60.png","Korea Republic","https://cdn.sofifa.com/flags/kr.png",74,82,"RCD Mallorca","https://cdn.sofifa.com/teams/453/30.png","€9.5M","€18K",1870,"Left",1,3,4,"High/ Low","Lean (170-185)","No","Aug 30, 2021","nan","2025","173cm","68kg",70,75,65,76,"80",81,72,78,71,"73",73,76,"46",60,77,55,70,23,11,12,12,8,14,"CAM",79,"€22.8M"
245461,1900000,18000,"Italian Serie A","Inter","F. Colidio",21,"https://cdn.sofifa.com/players/245/461/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",66,75,"Inter","https://cdn.sofifa.com/teams/44/30.png","€1.9M","€18K",1623,"Right",1,3,3,"High/ Low","Lean (170-185)","No","Sep 20, 2017","nan","2023","179cm","68kg",57,70,69,70,"70",55,52,72,70,"66",63,63,"58",33,66,34,66,21,6,9,13,12,12,"CAM",70,"€3.6M"
245541,2.2e+07,18000,"German 1. Bundesliga","Borussia Dortmund","G. Reyna",18,"https://cdn.sofifa.com/players/245/541/22_60.png","United States","https://cdn.sofifa.com/flags/us.png",77,87,"Borussia Dortmund","https://cdn.sofifa.com/teams/22/30.png","€22M","€18K",1919,"Right",2,2,4,"Medium/ Medium","Normal (185+)","Yes","Dec 7, 2019","nan","2025","185cm","79kg",69,68,45,79,"85",64,64,79,78,"76",77,78,"74",75,76,57,50,35,10,13,14,12,7,"CAM",79,"€41.8M"
245598,4300000,18000,"Spain Primera Division","RCD Mallorca","I. Baba",25,"https://cdn.sofifa.com/players/245/598/22_60.png","Ghana","https://cdn.sofifa.com/flags/gh.png",73,79,"RCD Mallorca","https://cdn.sofifa.com/teams/453/30.png","€4.3M","€18K",1756,"Right",1,4,2,"Medium/ High","Lean (185+)","No","Jul 1, 2018","nan","2024","185cm","73kg",43,46,64,75,"58",48,66,66,66,"66",62,56,"81",78,52,80,52,79,10,9,10,14,6,"CDM",74,"€10.3M"
247246,8500000,18000,"French Ligue 1","OGC Nice","K. Thuram",20,"https://cdn.sofifa.com/players/247/246/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",75,83,"OGC Nice","https://cdn.sofifa.com/teams/72/30.png","€11.5M","€19K",1983,"Right",1,3,3,"High/ High","Normal (185+)","No","Jul 6, 2019","nan","Free Agent","192cm","81kg",61,60,74,77,"78",52,72,75,73,"77",72,69,"78",79,60,68,56,74,7,9,14,11,9,"CDM",76,"€24.2M"
247328,12500000,18000,"Spain Primera Division","Athletic Club de Bilbao","Unai Vencedor",20,"https://cdn.sofifa.com/players/247/328/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",75,83,"Athletic Club de Bilbao","https://cdn.sofifa.com/teams/448/30.png","€12.5M","€18K",2030,"Right",1,4,3,"Medium/ Medium","Normal (170-185)","No","Dec 21, 2018","nan","2025","176cm","71kg",63,70,54,74,"70",81,76,76,71,"61",72,74,"80",74,79,68,42,79,15,6,10,6,13,"CM",77,"€28.8M"
247870,3400000,18000,"Russian Premier League","Spartak Moskva","N. Umyarov",21,"https://cdn.sofifa.com/players/247/870/22_60.png","Russia","https://cdn.sofifa.com/flags/ru.png",70,79,"Spartak Moskva","https://cdn.sofifa.com/teams/100767/30.png","€3.4M","€18K",1739,"Right",1,3,2,"Low/ Medium","Normal (170-185)","No","Jan 1, 2019","nan","2023","182cm","73kg",56,42,57,73,"68",46,68,74,63,"64",67,56,"72",59,53,70,52,68,10,13,6,9,13,"CDM",71,"€6.1M"
251182,7500000,18000,"German 1. Bundesliga","FC Augsburg","Iago",24,"https://cdn.sofifa.com/players/251/182/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",75,79,"FC Augsburg","https://cdn.sofifa.com/teams/100409/30.png","€7.5M","€18K",1911,"Left",1,2,3,"High/ Medium","Lean (170-185)","No","Jul 1, 2019","nan","2024","181cm","67kg",74,54,68,72,"72",35,69,71,75,"85",69,63,"76",69,54,72,46,73,7,8,15,12,13,"LB",75,"€14.1M"
252961,4200000,18000,"German 1. Bundesliga","FC Bayern München","T. Nianzou",19,"https://cdn.sofifa.com/players/252/961/22_60.png","France","https://cdn.sofifa.com/flags/fr.png",71,85,"FC Bayern München","https://cdn.sofifa.com/teams/21/30.png","€4.2M","€18K",1653,"Right",1,3,2,"Low/ High","Normal (185+)","Yes","Jul 1, 2020","nan","2024","187cm","83kg",37,32,72,69,"62",31,66,65,70,"68",65,57,"69",77,25,70,42,73,6,14,9,8,7,"CB",73,"€9.6M"
256630,29500000,18000,"German 1. Bundesliga","Bayer 04 Leverkusen","F. Wirtz",18,"https://cdn.sofifa.com/players/256/630/22_60.png","Germany","https://cdn.sofifa.com/flags/de.png",78,89,"Bayer 04 Leverkusen","https://cdn.sofifa.com/teams/32/30.png","€29.5M","€18K",1935,"Right",2,4,4,"High/ Medium","Normal (170-185)","Yes","Jan 31, 2020","nan","2026","176cm","70kg",71,70,39,80,"85",54,73,83,76,"68",73,65,"78",50,65,63,60,57,14,14,13,6,10,"CAM",80,"€56.1M"
258602,4900000,18000,"Spain Primera Division","Athletic Club de Bilbao","Jon Morcillo",22,"https://cdn.sofifa.com/players/258/602/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",73,79,"Athletic Club de Bilbao","https://cdn.sofifa.com/teams/448/30.png","€4.9M","€18K",1853,"Left",1,4,4,"High/ Medium","Normal (170-185)","No","Jul 1, 2016","nan","2023","183cm","72kg",78,75,63,77,"77",69,60,74,77,"76",60,76,"63",63,75,43,75,42,12,10,14,11,12,"LM",74,"€11.3M"
260823,2900000,18000,"Italian Serie A","Juventus","N. Fagioli",20,"https://cdn.sofifa.com/players/260/823/22_60.png","Italy","https://cdn.sofifa.com/flags/it.png",68,83,"Juventus","https://cdn.sofifa.com/teams/45/30.png","€2.9M","€18K",1810,"Right",1,4,2,"Medium/ Medium","Normal (170-185)","No","Dec 17, 2019","nan","2023","178cm","72kg",63,50,48,73,"73",65,73,75,67,"67",64,70,"69",59,66,42,63,54,7,10,8,10,13,"CAM",70,"€6.6M"
124635,525000,17000,"Turkish Süper Lig","Beşiktaş JK","M. Topal",35,"https://cdn.sofifa.com/players/124/635/22_60.png","Turkey","https://cdn.sofifa.com/flags/tr.png",71,71,"Beşiktaş JK","https://cdn.sofifa.com/teams/327/30.png","€525K","€17K",1863,"Right",2,5,2,"Medium/ Medium","Normal (185+)","Yes","Jul 12, 2021","nan","Free Agent","187cm","82kg",51,58,72,71,"65",54,68,67,47,"49",69,79,"72",75,69,66,61,74,15,10,15,9,11,"CB",72,"€0"
172316,850000,17000,"Spain Primera Division","Levante Unión Deportiva","Coke",34,"https://cdn.sofifa.com/players/172/316/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",72,72,"Levante Unión Deportiva","https://cdn.sofifa.com/teams/1853/30.png","€850K","€17K",1933,"Right",2,4,3,"High/ Medium","Lean (170-185)","Yes","Jul 2, 2018","nan","Free Agent","177cm","74kg",74,66,83,71,"66",46,63,73,63,"58",67,74,"59",62,60,75,71,70,10,9,13,6,16,"RB",72,"€1.8M"
188094,450000,17000,"Scottish Premiership","Rangers FC","J. McLaughlin",33,"https://cdn.sofifa.com/players/188/094/22_60.png","Scotland","https://cdn.sofifa.com/flags/gb-sct.png",69,69,"Rangers FC","https://cdn.sofifa.com/teams/86/30.png","€450K","€17K",1293,"Right",1,3,1,"Medium/ Medium","Normal (185+)","No","Jul 1, 2020","nan","Free Agent","188cm","83kg",21,20,14,27,"16",21,41,23,57,"54",63,52,"37",68,19,41,26,17,70,68,69,68,69,"GK",69,"€0"
193133,5500000,17000,"Italian Serie A","Udinese Calcio","J. Larsen",30,"https://cdn.sofifa.com/players/193/133/22_60.png","Denmark","https://cdn.sofifa.com/flags/dk.png",75,75,"Udinese Calcio","https://cdn.sofifa.com/teams/55/30.png","€5.5M","€17K",1995,"Right",1,3,3,"Medium/ High","Normal (170-185)","No","Aug 25, 2017","nan","Free Agent","180cm","82kg",75,59,60,76,"72",48,71,78,80,"78",79,69,"83",74,57,75,50,74,7,8,12,7,9,"RM",75,"€9.9M"
193429,1200000,17000,"Turkish Süper Lig","Beşiktaş JK","Douglas",30,"https://cdn.sofifa.com/players/193/429/22_60.png","Brazil","https://cdn.sofifa.com/flags/br.png",69,69,"Beşiktaş JK","https://cdn.sofifa.com/teams/327/30.png","€1.2M","€17K",1936,"Right",1,3,3,"High/ Medium","Normal (170-185)","Yes","Jul 29, 2019","nan","Free Agent","171cm","60kg",76,59,49,73,"77",56,69,67,73,"68",65,75,"51",55,67,69,59,70,9,12,16,15,13,"RB",69,"€2.3M"
193945,1200000,17000,"Turkish Süper Lig","Beşiktaş JK","N. Uysal",30,"https://cdn.sofifa.com/players/193/945/22_60.png","Turkey","https://cdn.sofifa.com/flags/tr.png",69,69,"Beşiktaş JK","https://cdn.sofifa.com/teams/327/30.png","€1.2M","€17K",1817,"Right",1,3,2,"Medium/ High","Normal (170-185)","No","Jul 1, 2009","nan","2023","180cm","72kg",68,55,72,64,"64",30,67,65,66,"64",67,65,"67",73,57,86,60,73,15,13,13,16,7,"CB",70,"€2.3M"
195668,4e+06,17000,"Spain Primera Division","Real Betis Balompié","Joel Robles",31,"https://cdn.sofifa.com/players/195/668/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",76,76,"Real Betis Balompié","https://cdn.sofifa.com/teams/449/30.png","€4M","€17K",1176,"Right",1,2,1,"Medium/ Medium","Normal (185+)","Yes","Jul 5, 2018","nan","Free Agent","195cm","90kg",12,11,12,15,"18",20,26,25,50,"56",70,55,"25",72,11,23,15,11,77,74,73,74,78,"GK",76,"€8.4M"
196801,1500000,17000,"French Ligue 1","FC Girondins de Bordeaux","Mexer",32,"https://cdn.sofifa.com/players/196/801/22_60.png","Mozambique","https://cdn.sofifa.com/flags/mz.png",72,72,"FC Girondins de Bordeaux","https://cdn.sofifa.com/teams/59/30.png","€1.5M","€17K",1694,"Right",2,3,2,"Medium/ Medium","Normal (185+)","No","Jul 1, 2019","nan","2023","186cm","80kg",40,44,75,72,"59",32,55,69,37,"40",67,49,"64",76,59,76,38,74,10,14,7,11,11,"CB",72,"€3M"
205705,14500000,17000,"Portuguese Liga ZON SAGRES","Sporting CP","Z. Feddal",31,"https://cdn.sofifa.com/players/205/705/22_60.png","Morocco","https://cdn.sofifa.com/flags/ma.png",80,80,"Sporting CP","https://cdn.sofifa.com/teams/237/30.png","€14.5M","€17K",1813,"Left",1,2,2,"Medium/ Medium","Normal (185+)","Yes","Aug 18, 2020","nan","Free Agent","192cm","84kg",57,40,80,78,"58",38,74,69,53,"68",74,67,"65",80,56,86,48,83,13,14,12,10,8,"CB",80,"€29M"
208620,3700000,17000,"Spain Primera Division","Elche CF","Omar Mascarell",28,"https://cdn.sofifa.com/players/208/620/22_60.png","Spain","https://cdn.sofifa.com/flags/es.png",74,74,"Elche CF","https://cdn.sofifa.com/teams/468/30.png","€3.7M","€17K",1922,"Right",2,5,3,"Low/ Medium","Lean (170-185)","Yes","Aug 23, 2021","nan","2025","181cm","76kg",50,53,56,74,"71",65,78,75,63,"55",75,72,"77",71,66,66,63,72,6,7,9,10,11,"CDM",74,"€7.8M"
214026,3800000,17000,"Spain Primera Division","Elche CF","J. Mojica",28,"https://cdn.sofifa.com/players/214/026/22_60.png","Colombia","https://cdn.sofifa.com/flags/co.png",74,74,"Elche CF","https://cdn.sofifa.com/teams/468/30.png","€3.8M","€17K",1998,"Left",1,2,3,"High/ Low","Lean (185+)","Yes","Aug 8, 2021","nan","2024","185cm","73kg",75,62,55,72,"72",64,69,73,90,"91",66,80,"71",71,61,73,60,72,13,8,14,9,15,"LB",74,"€8M"
214047,1.7e+07,17000,"Portuguese Liga ZON SAGRES","FC Porto","M. Uribe",30,"https://cdn.sofifa.com/players/214/047/22_60.png","Colombia","https://cdn.sofifa.com/flags/co.png",79,79,"FC Porto","https://cdn.sofifa.com/teams/236/30.png","€17M","€17K",2138,"Right",1,4,3,"High/ High","Lean (170-185)","Yes","Aug 5, 2019","nan","2023","182cm","71kg",68,77,67,80,"76",63,77,77,75,"75",83,76,"93",77,73,75,68,76,16,13,16,7,14,"CM",79,"€34M"
214584,3600000,17000,"Argentina Primera División","River Plate","F. Armani",34,"https://cdn.sofifa.com/players/214/584/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",80,80,"River Plate","https://cdn.sofifa.com/teams/1876/30.png","€3.6M","€17K",1294,"Right",1,3,1,"Medium/ Medium","Normal (185+)","No","nan","nan","Free Agent","189cm","88kg",18,11,19,35,"19",16,29,35,41,"45",77,50,"35",81,17,45,20,13,78,76,67,79,85,"GK",80,"€5M"
215071,5500000,17000,"Argentina Primera División","River Plate","M. Casco",33,"https://cdn.sofifa.com/players/215/071/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",77,77,"River Plate","https://cdn.sofifa.com/teams/1876/30.png","€5.5M","€17K",2122,"Right",1,5,3,"High/ Medium","Normal (170-)","No","Sep 9, 2015","nan","2023","170cm","69kg",76,60,65,73,"78",55,67,81,84,"83",75,79,"84",73,71,84,64,71,15,8,13,12,6,"LB",77,"€7.7M"
215160,1.1e+07,17000,"Argentina Primera División","River Plate","F. Angileri",27,"https://cdn.sofifa.com/players/215/160/22_60.png","Argentina","https://cdn.sofifa.com/flags/ar.png",77,78,"River Plate","https://cdn.sofifa.com/teams/1876/30.png","€11M","€17K",2079,"Left",1,3,3,"High/ High","Normal (170-185)","No","Jul 3, 2019","nan","2023","184cm","84kg",81,63,61,73,"74",63,75,71,78,"82",74,78,"90",77,69,77,65,72,8,8,11,9,8,"LB",77,"€16.2M"
